,Date (LST),Year,Month,Day,Hour,Value,QC Name
6724,10/7/2016 4:00,2016,10,7,4,45,Valid
6725,10/7/2016 5:00,2016,10,7,5,39,Valid
6726,10/7/2016 6:00,2016,10,7,6,41,Valid
6727,10/7/2016 7:00,2016,10,7,7,39,Valid
6728,10/7/2016 8:00,2016,10,7,8,40,Valid
6729,10/7/2016 9:00,2016,10,7,9,47,Valid
6730,10/7/2016 10:00,2016,10,7,10,42,Valid
6731,10/7/2016 11:00,2016,10,7,11,45,Valid
6732,10/7/2016 12:00,2016,10,7,12,36,Valid
6733,10/7/2016 13:00,2016,10,7,13,39,Valid
6734,10/7/2016 14:00,2016,10,7,14,42,Valid
6735,10/7/2016 15:00,2016,10,7,15,48,Valid
6736,10/7/2016 16:00,2016,10,7,16,46,Valid
6737,10/7/2016 17:00,2016,10,7,17,46,Valid
6738,10/7/2016 18:00,2016,10,7,18,48,Valid
6739,10/7/2016 19:00,2016,10,7,19,51,Valid
6740,10/7/2016 20:00,2016,10,7,20,50,Valid
6741,10/7/2016 21:00,2016,10,7,21,30,Valid
6742,10/7/2016 22:00,2016,10,7,22,2,Valid
6743,10/7/2016 23:00,2016,10,7,23,5,Valid
6744,10/8/2016 0:00,2016,10,8,0,3,Valid
6745,10/8/2016 1:00,2016,10,8,1,3,Valid
6746,10/8/2016 2:00,2016,10,8,2,7,Valid
6747,10/8/2016 3:00,2016,10,8,3,6,Valid
6748,10/8/2016 4:00,2016,10,8,4,8,Valid
6749,10/8/2016 5:00,2016,10,8,5,4,Valid
6750,10/8/2016 6:00,2016,10,8,6,9,Valid
6751,10/8/2016 7:00,2016,10,8,7,9,Valid
6752,10/8/2016 8:00,2016,10,8,8,12,Valid
6753,10/8/2016 9:00,2016,10,8,9,10,Valid
6754,10/8/2016 10:00,2016,10,8,10,8,Valid
6755,10/8/2016 11:00,2016,10,8,11,12,Valid
6756,10/8/2016 12:00,2016,10,8,12,11,Valid
6757,10/8/2016 13:00,2016,10,8,13,9,Valid
6758,10/8/2016 14:00,2016,10,8,14,8,Valid
6759,10/8/2016 15:00,2016,10,8,15,8,Valid
6760,10/8/2016 16:00,2016,10,8,16,6,Valid
6761,10/8/2016 17:00,2016,10,8,17,11,Valid
6762,10/8/2016 18:00,2016,10,8,18,11,Valid
6763,10/8/2016 19:00,2016,10,8,19,27,Valid
6764,10/8/2016 20:00,2016,10,8,20,27,Valid
6765,10/8/2016 21:00,2016,10,8,21,41,Valid
6766,10/8/2016 22:00,2016,10,8,22,41,Valid
6767,10/8/2016 23:00,2016,10,8,23,35,Valid
6768,10/9/2016 0:00,2016,10,9,0,32,Valid
6769,10/9/2016 1:00,2016,10,9,1,34,Valid
6770,10/9/2016 2:00,2016,10,9,2,48,Valid
6771,10/9/2016 3:00,2016,10,9,3,41,Valid
6772,10/9/2016 4:00,2016,10,9,4,32,Valid
6773,10/9/2016 5:00,2016,10,9,5,33,Valid
6774,10/9/2016 6:00,2016,10,9,6,33,Valid
6775,10/9/2016 7:00,2016,10,9,7,31,Valid
6776,10/9/2016 8:00,2016,10,9,8,18,Valid
6777,10/9/2016 9:00,2016,10,9,9,23,Valid
6778,10/9/2016 10:00,2016,10,9,10,29,Valid
6779,10/9/2016 11:00,2016,10,9,11,36,Valid
6780,10/9/2016 12:00,2016,10,9,12,54,Valid
6781,10/9/2016 13:00,2016,10,9,13,29,Valid
6782,10/9/2016 14:00,2016,10,9,14,32,Valid
6783,10/9/2016 15:00,2016,10,9,15,15,Valid
6784,10/9/2016 16:00,2016,10,9,16,18,Valid
6785,10/9/2016 17:00,2016,10,9,17,25,Valid
6786,10/9/2016 18:00,2016,10,9,18,35,Valid
6787,10/9/2016 19:00,2016,10,9,19,38,Valid
6788,10/9/2016 20:00,2016,10,9,20,45,Valid
6789,10/9/2016 21:00,2016,10,9,21,48,Valid
6790,10/9/2016 22:00,2016,10,9,22,50,Valid
6791,10/9/2016 23:00,2016,10,9,23,59,Valid
6792,10/10/2016 0:00,2016,10,10,0,64,Valid
6793,10/10/2016 1:00,2016,10,10,1,74,Valid
6794,10/10/2016 2:00,2016,10,10,2,61,Valid
6795,10/10/2016 3:00,2016,10,10,3,72,Valid
6796,10/10/2016 4:00,2016,10,10,4,70,Valid
6797,10/10/2016 5:00,2016,10,10,5,62,Valid
6798,10/10/2016 6:00,2016,10,10,6,49,Valid
6799,10/10/2016 7:00,2016,10,10,7,41,Valid
6800,10/10/2016 8:00,2016,10,10,8,46,Valid
6801,10/10/2016 9:00,2016,10,10,9,53,Valid
6802,10/10/2016 10:00,2016,10,10,10,65,Valid
6803,10/10/2016 11:00,2016,10,10,11,85,Valid
6804,10/10/2016 12:00,2016,10,10,12,94,Valid
6805,10/10/2016 13:00,2016,10,10,13,105,Valid
6806,10/10/2016 14:00,2016,10,10,14,103,Valid
6807,10/10/2016 15:00,2016,10,10,15,110,Valid
6808,10/10/2016 16:00,2016,10,10,16,109,Valid
6809,10/10/2016 17:00,2016,10,10,17,121,Valid
6810,10/10/2016 18:00,2016,10,10,18,126,Valid
6811,10/10/2016 19:00,2016,10,10,19,137,Valid
6812,10/10/2016 20:00,2016,10,10,20,149,Valid
6813,10/10/2016 21:00,2016,10,10,21,173,Valid
6814,10/10/2016 22:00,2016,10,10,22,159,Valid
6815,10/10/2016 23:00,2016,10,10,23,143,Valid
6816,10/11/2016 0:00,2016,10,11,0,141,Valid
6817,10/11/2016 1:00,2016,10,11,1,131,Valid
6818,10/11/2016 2:00,2016,10,11,2,131,Valid
6819,10/11/2016 3:00,2016,10,11,3,119,Valid
6820,10/11/2016 4:00,2016,10,11,4,129,Valid
6821,10/11/2016 5:00,2016,10,11,5,129,Valid
6822,10/11/2016 6:00,2016,10,11,6,134,Valid
6823,10/11/2016 7:00,2016,10,11,7,129,Valid
6824,10/11/2016 8:00,2016,10,11,8,131,Valid
6825,10/11/2016 9:00,2016,10,11,9,111,Valid
6826,10/11/2016 10:00,2016,10,11,10,153,Valid
6827,10/11/2016 11:00,2016,10,11,11,162,Valid
6828,10/11/2016 12:00,2016,10,11,12,142,Valid
6829,10/11/2016 13:00,2016,10,11,13,149,Valid
6830,10/11/2016 14:00,2016,10,11,14,144,Valid
6831,10/11/2016 15:00,2016,10,11,15,129,Valid
6832,10/11/2016 16:00,2016,10,11,16,93,Valid
6833,10/11/2016 17:00,2016,10,11,17,90,Valid
6834,10/11/2016 18:00,2016,10,11,18,85,Valid
6835,10/11/2016 19:00,2016,10,11,19,69,Valid
6836,10/11/2016 20:00,2016,10,11,20,55,Valid
6837,10/11/2016 21:00,2016,10,11,21,51,Valid
6838,10/11/2016 22:00,2016,10,11,22,45,Valid
6839,10/11/2016 23:00,2016,10,11,23,52,Valid
6840,10/12/2016 0:00,2016,10,12,0,47,Valid
6841,10/12/2016 1:00,2016,10,12,1,45,Valid
6842,10/12/2016 2:00,2016,10,12,2,41,Valid
6843,10/12/2016 3:00,2016,10,12,3,46,Valid
6844,10/12/2016 4:00,2016,10,12,4,50,Valid
6845,10/12/2016 5:00,2016,10,12,5,53,Valid
6846,10/12/2016 6:00,2016,10,12,6,61,Valid
6847,10/12/2016 7:00,2016,10,12,7,66,Valid
6848,10/12/2016 8:00,2016,10,12,8,68,Valid
6849,10/12/2016 9:00,2016,10,12,9,69,Valid
6850,10/12/2016 10:00,2016,10,12,10,111,Valid
6851,10/12/2016 11:00,2016,10,12,11,88,Valid
6852,10/12/2016 12:00,2016,10,12,12,102,Valid
6853,10/12/2016 13:00,2016,10,12,13,93,Valid
6854,10/12/2016 14:00,2016,10,12,14,82,Valid
6855,10/12/2016 15:00,2016,10,12,15,84,Valid
6856,10/12/2016 16:00,2016,10,12,16,79,Valid
6857,10/12/2016 17:00,2016,10,12,17,84,Valid
6858,10/12/2016 18:00,2016,10,12,18,91,Valid
6859,10/12/2016 19:00,2016,10,12,19,101,Valid
6860,10/12/2016 20:00,2016,10,12,20,105,Valid
6861,10/12/2016 21:00,2016,10,12,21,114,Valid
6862,10/12/2016 22:00,2016,10,12,22,120,Valid
6863,10/12/2016 23:00,2016,10,12,23,118,Valid
6864,10/13/2016 0:00,2016,10,13,0,126,Valid
6865,10/13/2016 1:00,2016,10,13,1,125,Valid
6866,10/13/2016 2:00,2016,10,13,2,112,Valid
6867,10/13/2016 3:00,2016,10,13,3,121,Valid
6868,10/13/2016 4:00,2016,10,13,4,115,Valid
6869,10/13/2016 5:00,2016,10,13,5,118,Valid
6870,10/13/2016 6:00,2016,10,13,6,118,Valid
6871,10/13/2016 7:00,2016,10,13,7,119,Valid
6872,10/13/2016 8:00,2016,10,13,8,122,Valid
6873,10/13/2016 9:00,2016,10,13,9,132,Valid
6874,10/13/2016 10:00,2016,10,13,10,141,Valid
6875,10/13/2016 11:00,2016,10,13,11,143,Valid
6876,10/13/2016 12:00,2016,10,13,12,153,Valid
6877,10/13/2016 13:00,2016,10,13,13,154,Valid
6878,10/13/2016 14:00,2016,10,13,14,158,Valid
6879,10/13/2016 15:00,2016,10,13,15,166,Valid
6880,10/13/2016 16:00,2016,10,13,16,176,Valid
6881,10/13/2016 17:00,2016,10,13,17,195,Valid
6882,10/13/2016 18:00,2016,10,13,18,217,Valid
6883,10/13/2016 19:00,2016,10,13,19,240,Valid
6884,10/13/2016 20:00,2016,10,13,20,250,Valid
6885,10/13/2016 21:00,2016,10,13,21,264,Valid
6886,10/13/2016 22:00,2016,10,13,22,281,Valid
6887,10/13/2016 23:00,2016,10,13,23,286,Valid
6888,10/14/2016 0:00,2016,10,14,0,289,Valid
6889,10/14/2016 1:00,2016,10,14,1,282,Valid
6890,10/14/2016 2:00,2016,10,14,2,272,Valid
6891,10/14/2016 3:00,2016,10,14,3,240,Valid
6892,10/14/2016 4:00,2016,10,14,4,247,Valid
6893,10/14/2016 5:00,2016,10,14,5,233,Valid
6894,10/14/2016 6:00,2016,10,14,6,221,Valid
6895,10/14/2016 7:00,2016,10,14,7,212,Valid
6896,10/14/2016 8:00,2016,10,14,8,227,Valid
6897,10/14/2016 9:00,2016,10,14,9,228,Valid
6898,10/14/2016 10:00,2016,10,14,10,231,Valid
6899,10/14/2016 11:00,2016,10,14,11,232,Valid
6900,10/14/2016 12:00,2016,10,14,12,258,Valid
6901,10/14/2016 13:00,2016,10,14,13,267,Valid
6902,10/14/2016 14:00,2016,10,14,14,286,Valid
6903,10/14/2016 15:00,2016,10,14,15,188,Valid
6904,10/14/2016 16:00,2016,10,14,16,174,Valid
6905,10/14/2016 17:00,2016,10,14,17,186,Valid
6906,10/14/2016 18:00,2016,10,14,18,237,Valid
6907,10/14/2016 19:00,2016,10,14,19,233,Valid
6908,10/14/2016 20:00,2016,10,14,20,204,Valid
6909,10/14/2016 21:00,2016,10,14,21,218,Valid
6910,10/14/2016 22:00,2016,10,14,22,222,Valid
6911,10/14/2016 23:00,2016,10,14,23,216,Valid
6912,10/15/2016 0:00,2016,10,15,0,233,Valid
6913,10/15/2016 1:00,2016,10,15,1,254,Valid
6914,10/15/2016 2:00,2016,10,15,2,227,Valid
6915,10/15/2016 3:00,2016,10,15,3,238,Valid
6916,10/15/2016 4:00,2016,10,15,4,250,Valid
6917,10/15/2016 5:00,2016,10,15,5,242,Valid
6918,10/15/2016 6:00,2016,10,15,6,206,Valid
6919,10/15/2016 7:00,2016,10,15,7,161,Valid
6922,10/15/2016 10:00,2016,10,15,10,161,Valid
6923,10/15/2016 11:00,2016,10,15,11,161,Valid
6924,10/15/2016 12:00,2016,10,15,12,165,Valid
6925,10/15/2016 13:00,2016,10,15,13,162,Valid
6926,10/15/2016 14:00,2016,10,15,14,167,Valid
6927,10/15/2016 15:00,2016,10,15,15,168,Valid
6929,10/15/2016 17:00,2016,10,15,17,193,Valid
6930,10/15/2016 18:00,2016,10,15,18,188,Valid
6931,10/15/2016 19:00,2016,10,15,19,180,Valid
6932,10/15/2016 20:00,2016,10,15,20,174,Valid
6933,10/15/2016 21:00,2016,10,15,21,193,Valid
6934,10/15/2016 22:00,2016,10,15,22,194,Valid
6935,10/15/2016 23:00,2016,10,15,23,189,Valid
6936,10/16/2016 0:00,2016,10,16,0,134,Valid
6937,10/16/2016 1:00,2016,10,16,1,120,Valid
6938,10/16/2016 2:00,2016,10,16,2,126,Valid
6939,10/16/2016 3:00,2016,10,16,3,125,Valid
6940,10/16/2016 4:00,2016,10,16,4,140,Valid
6941,10/16/2016 5:00,2016,10,16,5,132,Valid
6942,10/16/2016 6:00,2016,10,16,6,123,Valid
6943,10/16/2016 7:00,2016,10,16,7,116,Valid
6944,10/16/2016 8:00,2016,10,16,8,99,Valid
6945,10/16/2016 9:00,2016,10,16,9,106,Valid
6946,10/16/2016 10:00,2016,10,16,10,122,Valid
6947,10/16/2016 11:00,2016,10,16,11,124,Valid
6948,10/16/2016 12:00,2016,10,16,12,118,Valid
6949,10/16/2016 13:00,2016,10,16,13,94,Valid
6950,10/16/2016 14:00,2016,10,16,14,82,Valid
6951,10/16/2016 15:00,2016,10,16,15,79,Valid
6952,10/16/2016 16:00,2016,10,16,16,70,Valid
6953,10/16/2016 17:00,2016,10,16,17,81,Valid
6954,10/16/2016 18:00,2016,10,16,18,89,Valid
6955,10/16/2016 19:00,2016,10,16,19,100,Valid
6956,10/16/2016 20:00,2016,10,16,20,112,Valid
6957,10/16/2016 21:00,2016,10,16,21,116,Valid
6958,10/16/2016 22:00,2016,10,16,22,138,Valid
6959,10/16/2016 23:00,2016,10,16,23,140,Valid
6960,10/17/2016 0:00,2016,10,17,0,128,Valid
6961,10/17/2016 1:00,2016,10,17,1,134,Valid
6962,10/17/2016 2:00,2016,10,17,2,119,Valid
6963,10/17/2016 3:00,2016,10,17,3,114,Valid
6964,10/17/2016 4:00,2016,10,17,4,94,Valid
6965,10/17/2016 5:00,2016,10,17,5,87,Valid
6966,10/17/2016 6:00,2016,10,17,6,93,Valid
6967,10/17/2016 7:00,2016,10,17,7,80,Valid
6968,10/17/2016 8:00,2016,10,17,8,74,Valid
6969,10/17/2016 9:00,2016,10,17,9,29,Valid
6970,10/17/2016 10:00,2016,10,17,10,25,Valid
6971,10/17/2016 11:00,2016,10,17,11,24,Valid
6972,10/17/2016 12:00,2016,10,17,12,22,Valid
6973,10/17/2016 13:00,2016,10,17,13,28,Valid
6974,10/17/2016 14:00,2016,10,17,14,19,Valid
6975,10/17/2016 15:00,2016,10,17,15,41,Valid
6976,10/17/2016 16:00,2016,10,17,16,39,Valid
6977,10/17/2016 17:00,2016,10,17,17,39,Valid
6978,10/17/2016 18:00,2016,10,17,18,41,Valid
6979,10/17/2016 19:00,2016,10,17,19,62,Valid
6980,10/17/2016 20:00,2016,10,17,20,73,Valid
6981,10/17/2016 21:00,2016,10,17,21,96,Valid
6982,10/17/2016 22:00,2016,10,17,22,104,Valid
6983,10/17/2016 23:00,2016,10,17,23,104,Valid
6984,10/18/2016 0:00,2016,10,18,0,94,Valid
6985,10/18/2016 1:00,2016,10,18,1,91,Valid
6986,10/18/2016 2:00,2016,10,18,2,68,Valid
6987,10/18/2016 3:00,2016,10,18,3,44,Valid
6988,10/18/2016 4:00,2016,10,18,4,48,Valid
6989,10/18/2016 5:00,2016,10,18,5,45,Valid
6990,10/18/2016 6:00,2016,10,18,6,48,Valid
6991,10/18/2016 7:00,2016,10,18,7,58,Valid
6992,10/18/2016 8:00,2016,10,18,8,71,Valid
6993,10/18/2016 9:00,2016,10,18,9,86,Valid
6994,10/18/2016 10:00,2016,10,18,10,116,Valid
6995,10/18/2016 11:00,2016,10,18,11,134,Valid
6996,10/18/2016 12:00,2016,10,18,12,122,Valid
6997,10/18/2016 13:00,2016,10,18,13,122,Valid
6998,10/18/2016 14:00,2016,10,18,14,133,Valid
6999,10/18/2016 15:00,2016,10,18,15,131,Valid
7000,10/18/2016 16:00,2016,10,18,16,140,Valid
7001,10/18/2016 17:00,2016,10,18,17,144,Valid
7002,10/18/2016 18:00,2016,10,18,18,149,Valid
7003,10/18/2016 19:00,2016,10,18,19,165,Valid
7004,10/18/2016 20:00,2016,10,18,20,163,Valid
7005,10/18/2016 21:00,2016,10,18,21,168,Valid
7006,10/18/2016 22:00,2016,10,18,22,160,Valid
7007,10/18/2016 23:00,2016,10,18,23,148,Valid
7008,10/19/2016 0:00,2016,10,19,0,153,Valid
7009,10/19/2016 1:00,2016,10,19,1,145,Valid
7010,10/19/2016 2:00,2016,10,19,2,148,Valid
7011,10/19/2016 3:00,2016,10,19,3,143,Valid
7012,10/19/2016 4:00,2016,10,19,4,150,Valid
7013,10/19/2016 5:00,2016,10,19,5,166,Valid
7014,10/19/2016 6:00,2016,10,19,6,160,Valid
7015,10/19/2016 7:00,2016,10,19,7,183,Valid
7016,10/19/2016 8:00,2016,10,19,8,197,Valid
7017,10/19/2016 9:00,2016,10,19,9,213,Valid
7019,10/19/2016 11:00,2016,10,19,11,202,Valid
7020,10/19/2016 12:00,2016,10,19,12,236,Valid
7021,10/19/2016 13:00,2016,10,19,13,288,Valid
7025,10/19/2016 17:00,2016,10,19,17,262,Valid
7026,10/19/2016 18:00,2016,10,19,18,258,Valid
7027,10/19/2016 19:00,2016,10,19,19,256,Valid
7028,10/19/2016 20:00,2016,10,19,20,253,Valid
7029,10/19/2016 21:00,2016,10,19,21,252,Valid
7030,10/19/2016 22:00,2016,10,19,22,283,Valid
7031,10/19/2016 23:00,2016,10,19,23,262,Valid
7032,10/20/2016 0:00,2016,10,20,0,259,Valid
7033,10/20/2016 1:00,2016,10,20,1,273,Valid
7034,10/20/2016 2:00,2016,10,20,2,280,Valid
7035,10/20/2016 3:00,2016,10,20,3,246,Valid
7036,10/20/2016 4:00,2016,10,20,4,239,Valid
7037,10/20/2016 5:00,2016,10,20,5,69,Valid
7038,10/20/2016 6:00,2016,10,20,6,47,Valid
7039,10/20/2016 7:00,2016,10,20,7,38,Valid
7040,10/20/2016 8:00,2016,10,20,8,30,Valid
7041,10/20/2016 9:00,2016,10,20,9,36,Valid
7042,10/20/2016 10:00,2016,10,20,10,33,Valid
7043,10/20/2016 11:00,2016,10,20,11,35,Valid
7044,10/20/2016 12:00,2016,10,20,12,37,Valid
7045,10/20/2016 13:00,2016,10,20,13,37,Valid
7046,10/20/2016 14:00,2016,10,20,14,39,Valid
7047,10/20/2016 15:00,2016,10,20,15,37,Valid
7048,10/20/2016 16:00,2016,10,20,16,43,Valid
7049,10/20/2016 17:00,2016,10,20,17,44,Valid
7050,10/20/2016 18:00,2016,10,20,18,48,Valid
7051,10/20/2016 19:00,2016,10,20,19,48,Valid
7052,10/20/2016 20:00,2016,10,20,20,51,Valid
7053,10/20/2016 21:00,2016,10,20,21,47,Valid
7054,10/20/2016 22:00,2016,10,20,22,43,Valid
7055,10/20/2016 23:00,2016,10,20,23,39,Valid
7056,10/21/2016 0:00,2016,10,21,0,39,Valid
7057,10/21/2016 1:00,2016,10,21,1,38,Valid
7058,10/21/2016 2:00,2016,10,21,2,38,Valid
7059,10/21/2016 3:00,2016,10,21,3,44,Valid
7060,10/21/2016 4:00,2016,10,21,4,47,Valid
7061,10/21/2016 5:00,2016,10,21,5,50,Valid
7062,10/21/2016 6:00,2016,10,21,6,44,Valid
7063,10/21/2016 7:00,2016,10,21,7,43,Valid
7064,10/21/2016 8:00,2016,10,21,8,45,Valid
7065,10/21/2016 9:00,2016,10,21,9,51,Valid
7066,10/21/2016 10:00,2016,10,21,10,56,Valid
7067,10/21/2016 11:00,2016,10,21,11,62,Valid
7068,10/21/2016 12:00,2016,10,21,12,64,Valid
7069,10/21/2016 13:00,2016,10,21,13,66,Valid
7070,10/21/2016 14:00,2016,10,21,14,60,Valid
7071,10/21/2016 15:00,2016,10,21,15,57,Valid
7072,10/21/2016 16:00,2016,10,21,16,53,Valid
7073,10/21/2016 17:00,2016,10,21,17,44,Valid
7074,10/21/2016 18:00,2016,10,21,18,41,Valid
7075,10/21/2016 19:00,2016,10,21,19,36,Valid
7076,10/21/2016 20:00,2016,10,21,20,33,Valid
7077,10/21/2016 21:00,2016,10,21,21,35,Valid
7078,10/21/2016 22:00,2016,10,21,22,28,Valid
7079,10/21/2016 23:00,2016,10,21,23,26,Valid
7080,10/22/2016 0:00,2016,10,22,0,27,Valid
7081,10/22/2016 1:00,2016,10,22,1,35,Valid
7082,10/22/2016 2:00,2016,10,22,2,23,Valid
7083,10/22/2016 3:00,2016,10,22,3,10,Valid
7084,10/22/2016 4:00,2016,10,22,4,11,Valid
7085,10/22/2016 5:00,2016,10,22,5,18,Valid
7086,10/22/2016 6:00,2016,10,22,6,12,Valid
7087,10/22/2016 7:00,2016,10,22,7,6,Valid
7088,10/22/2016 8:00,2016,10,22,8,4,Valid
7089,10/22/2016 9:00,2016,10,22,9,5,Valid
7090,10/22/2016 10:00,2016,10,22,10,5,Valid
7091,10/22/2016 11:00,2016,10,22,11,4,Valid
7092,10/22/2016 12:00,2016,10,22,12,7,Valid
7093,10/22/2016 13:00,2016,10,22,13,6,Valid
7094,10/22/2016 14:00,2016,10,22,14,10,Valid
7095,10/22/2016 15:00,2016,10,22,15,8,Valid
7096,10/22/2016 16:00,2016,10,22,16,5,Valid
7097,10/22/2016 17:00,2016,10,22,17,10,Valid
7098,10/22/2016 18:00,2016,10,22,18,13,Valid
7099,10/22/2016 19:00,2016,10,22,19,11,Valid
7100,10/22/2016 20:00,2016,10,22,20,20,Valid
7101,10/22/2016 21:00,2016,10,22,21,22,Valid
7102,10/22/2016 22:00,2016,10,22,22,27,Valid
7103,10/22/2016 23:00,2016,10,22,23,26,Valid
7104,10/23/2016 0:00,2016,10,23,0,27,Valid
7105,10/23/2016 1:00,2016,10,23,1,31,Valid
7106,10/23/2016 2:00,2016,10,23,2,30,Valid
7107,10/23/2016 3:00,2016,10,23,3,37,Valid
7108,10/23/2016 4:00,2016,10,23,4,19,Valid
7109,10/23/2016 5:00,2016,10,23,5,17,Valid
7110,10/23/2016 6:00,2016,10,23,6,23,Valid
7111,10/23/2016 7:00,2016,10,23,7,24,Valid
7112,10/23/2016 8:00,2016,10,23,8,23,Valid
7113,10/23/2016 9:00,2016,10,23,9,17,Valid
7114,10/23/2016 10:00,2016,10,23,10,19,Valid
7115,10/23/2016 11:00,2016,10,23,11,20,Valid
7116,10/23/2016 12:00,2016,10,23,12,21,Valid
7117,10/23/2016 13:00,2016,10,23,13,26,Valid
7118,10/23/2016 14:00,2016,10,23,14,30,Valid
7119,10/23/2016 15:00,2016,10,23,15,27,Valid
7120,10/23/2016 16:00,2016,10,23,16,29,Valid
7121,10/23/2016 17:00,2016,10,23,17,31,Valid
7122,10/23/2016 18:00,2016,10,23,18,36,Valid
7123,10/23/2016 19:00,2016,10,23,19,29,Valid
7124,10/23/2016 20:00,2016,10,23,20,31,Valid
7125,10/23/2016 21:00,2016,10,23,21,42,Valid
7126,10/23/2016 22:00,2016,10,23,22,41,Valid
7127,10/23/2016 23:00,2016,10,23,23,46,Valid
7128,10/24/2016 0:00,2016,10,24,0,56,Valid
7129,10/24/2016 1:00,2016,10,24,1,64,Valid
7130,10/24/2016 2:00,2016,10,24,2,69,Valid
7131,10/24/2016 3:00,2016,10,24,3,68,Valid
7132,10/24/2016 4:00,2016,10,24,4,59,Valid
7133,10/24/2016 5:00,2016,10,24,5,48,Valid
7134,10/24/2016 6:00,2016,10,24,6,31,Valid
7135,10/24/2016 7:00,2016,10,24,7,31,Valid
7136,10/24/2016 8:00,2016,10,24,8,38,Valid
7137,10/24/2016 9:00,2016,10,24,9,46,Valid
7138,10/24/2016 10:00,2016,10,24,10,48,Valid
7139,10/24/2016 11:00,2016,10,24,11,60,Valid
7140,10/24/2016 12:00,2016,10,24,12,83,Valid
7141,10/24/2016 13:00,2016,10,24,13,102,Valid
7142,10/24/2016 14:00,2016,10,24,14,93,Valid
7143,10/24/2016 15:00,2016,10,24,15,76,Valid
7144,10/24/2016 16:00,2016,10,24,16,102,Valid
7145,10/24/2016 17:00,2016,10,24,17,80,Valid
7146,10/24/2016 18:00,2016,10,24,18,80,Valid
7147,10/24/2016 19:00,2016,10,24,19,86,Valid
7148,10/24/2016 20:00,2016,10,24,20,108,Valid
7149,10/24/2016 21:00,2016,10,24,21,117,Valid
7150,10/24/2016 22:00,2016,10,24,22,115,Valid
7151,10/24/2016 23:00,2016,10,24,23,110,Valid
7152,10/25/2016 0:00,2016,10,25,0,93,Valid
7153,10/25/2016 1:00,2016,10,25,1,97,Valid
7154,10/25/2016 2:00,2016,10,25,2,95,Valid
7155,10/25/2016 3:00,2016,10,25,3,90,Valid
7156,10/25/2016 4:00,2016,10,25,4,95,Valid
7157,10/25/2016 5:00,2016,10,25,5,87,Valid
7158,10/25/2016 6:00,2016,10,25,6,83,Valid
7159,10/25/2016 7:00,2016,10,25,7,92,Valid
7160,10/25/2016 8:00,2016,10,25,8,102,Valid
7161,10/25/2016 9:00,2016,10,25,9,98,Valid
7162,10/25/2016 10:00,2016,10,25,10,111,Valid
7163,10/25/2016 11:00,2016,10,25,11,100,Valid
7164,10/25/2016 12:00,2016,10,25,12,110,Valid
7165,10/25/2016 13:00,2016,10,25,13,131,Valid
7166,10/25/2016 14:00,2016,10,25,14,128,Valid
7167,10/25/2016 15:00,2016,10,25,15,99,Valid
7168,10/25/2016 16:00,2016,10,25,16,104,Valid
7169,10/25/2016 17:00,2016,10,25,17,101,Valid
7170,10/25/2016 18:00,2016,10,25,18,117,Valid
7171,10/25/2016 19:00,2016,10,25,19,134,Valid
7172,10/25/2016 20:00,2016,10,25,20,143,Valid
7173,10/25/2016 21:00,2016,10,25,21,141,Valid
7174,10/25/2016 22:00,2016,10,25,22,143,Valid
7175,10/25/2016 23:00,2016,10,25,23,141,Valid
7176,10/26/2016 0:00,2016,10,26,0,155,Valid
7177,10/26/2016 1:00,2016,10,26,1,148,Valid
7178,10/26/2016 2:00,2016,10,26,2,131,Valid
7179,10/26/2016 3:00,2016,10,26,3,119,Valid
7180,10/26/2016 4:00,2016,10,26,4,76,Valid
7181,10/26/2016 5:00,2016,10,26,5,34,Valid
7182,10/26/2016 6:00,2016,10,26,6,13,Valid
7183,10/26/2016 7:00,2016,10,26,7,7,Valid
7184,10/26/2016 8:00,2016,10,26,8,8,Valid
7185,10/26/2016 9:00,2016,10,26,9,10,Valid
7186,10/26/2016 10:00,2016,10,26,10,7,Valid
7187,10/26/2016 11:00,2016,10,26,11,7,Valid
7188,10/26/2016 12:00,2016,10,26,12,6,Valid
7189,10/26/2016 13:00,2016,10,26,13,17,Valid
7190,10/26/2016 14:00,2016,10,26,14,34,Valid
7191,10/26/2016 15:00,2016,10,26,15,22,Valid
7192,10/26/2016 16:00,2016,10,26,16,24,Valid
7193,10/26/2016 17:00,2016,10,26,17,26,Valid
7194,10/26/2016 18:00,2016,10,26,18,20,Valid
7195,10/26/2016 19:00,2016,10,26,19,23,Valid
7196,10/26/2016 20:00,2016,10,26,20,25,Valid
7197,10/26/2016 21:00,2016,10,26,21,28,Valid
7198,10/26/2016 22:00,2016,10,26,22,26,Valid
7199,10/26/2016 23:00,2016,10,26,23,31,Valid
7200,10/27/2016 0:00,2016,10,27,0,17,Valid
7201,10/27/2016 1:00,2016,10,27,1,18,Valid
7202,10/27/2016 2:00,2016,10,27,2,17,Valid
7203,10/27/2016 3:00,2016,10,27,3,18,Valid
7204,10/27/2016 4:00,2016,10,27,4,18,Valid
7205,10/27/2016 5:00,2016,10,27,5,17,Valid
7206,10/27/2016 6:00,2016,10,27,6,30,Valid
7207,10/27/2016 7:00,2016,10,27,7,38,Valid
7208,10/27/2016 8:00,2016,10,27,8,35,Valid
7209,10/27/2016 9:00,2016,10,27,9,46,Valid
7210,10/27/2016 10:00,2016,10,27,10,53,Valid
7211,10/27/2016 11:00,2016,10,27,11,65,Valid
